-0.06,-0.04,0.96,1,0
-0.07,-0.08,0.98,1,0
-0.05,-0.08,0.99,1,0
-0.05,-0.05,0.99,1,0
-0.06,-0.05,0.99,1,0
-0.04,-0.05,0.99,1,0
-0.04,-0.04,0.99,1,0
-0.05,-0.07,1,1,0
-0.04,-0.04,0.99,1,0
-0.05,-0.05,1,1,0
-0.05,-0.05,1,1,0
-0.05,-0.02,0.99,1,0
-0.04,0.05,0.99,1,0
0,0.18,1,5,4
-0.04,0.15,0.98,1,0
-0.04,0.13,0.97,1,0
-0.05,0.1,0.98,1,0
-0.05,0.1,0.98,1,0
-0.05,0.08,0.98,1,0
-0.04,0.09,1,1,0
-0.05,0.08,0.98,1,0
-0.03,0.12,0.99,1,0
-0.01,0.31,0.93,5,4
0.03,0.7,0.69,5,4
0.08,0.95,0.14,3,2
0.08,0.93,-0.21,5,4
0.16,0.77,-0.54,5,4
0.32,0.43,-0.87,5,4
0.23,0.22,-0.94,5,4
0.12,0.15,-0.99,2,1
0.07,-0.02,-0.9,2,1
0.03,-0.25,-0.88,5,4
-0.01,-0.25,-1,5,4
0.04,-0.17,-1.07,2,1
0.02,-0.18,-1.03,2,1
0,-0.21,-1.02,5,4
0.01,-0.2,-1,5,4
0.01,-0.23,-0.98,5,4
0,-0.2,-1,5,4
-0.04,-0.14,-1,2,1
-0.08,-0.04,-1.01,2,1
-0.04,-0.01,-1.02,2,1
-0.03,-0.06,-1,2,1
-0.01,-0.09,-1.03,2,1
-0.02,-0.09,-1.02,2,1
-0.02,-0.09,-1.02,2,1
-0.01,-0.11,-1.04,2,1
-0.03,-0.09,-1,2,1
-0.02,-0.08,-1.01,2,1
-0.02,-0.1,-1.03,2,1
-0.04,-0.09,-1.02,2,1
-0.02,-0.12,-1.04,2,1
-0.01,-0.12,-0.99,2,1
-0.02,-0.09,-1.02,2,1
0,-0.1,-1.03,2,1
-0.01,-0.11,-1.02,2,1
-0.01,-0.11,-1.01,2,1
-0.01,-0.11,-1,2,1
-0.01,-0.11,-1.02,2,1
-0.01,-0.13,-1.01,2,1
-0.01,-0.12,-1.01,2,1
-0.01,-0.12,-1.01,2,1
-0.01,-0.12,-1.01,2,1
-0.01,-0.11,-1.01,2,1
-0.01,-0.11,-1.02,2,1
0,-0.13,-1,2,1
-0.01,-0.12,-1.01,2,1
0,-0.13,-1.02,2,1
-0.01,-0.12,-1.02,2,1
-0.01,-0.13,-1.02,2,1
-0.02,-0.13,-0.99,2,1
-0.02,-0.11,-1.02,2,1
-0.01,-0.14,-1.01,2,1
-0.02,-0.12,-1.01,2,1
-0.01,-0.13,-1.01,2,1
-0.02,-0.12,-1,2,1
-0.02,-0.13,-1,2,1
-0.01,-0.13,-1.01,2,1
-0.01,-0.12,-1.02,2,1
-0.01,-0.12,-1.01,2,1
-0.02,-0.12,-1.01,2,1
-0.01,-0.13,-1.01,2,1
-0.01,-0.12,-1.02,2,1
-0.02,-0.13,-1,2,1
-0.01,-0.14,-1,2,1
-0.01,-0.14,-1.01,2,1
-0.01,-0.13,-1.02,2,1
-0.01,-0.13,-1.02,2,1
-0.02,-0.12,-1,2,1
-0.02,-0.12,-1.02,2,1
-0.01,-0.14,-1.02,2,1
-0.02,-0.14,-1.02,2,1
-0.01,-0.14,-1.01,2,1
-0.02,-0.13,-1.01,2,1
-0.02,-0.14,-1.01,2,1
-0.02,-0.13,-1.01,2,1
-0.02,-0.13,-1.01,2,1
-0.02,-0.14,-1.01,2,1
-0.01,-0.13,-1.02,2,1
-0.01,-0.14,-1.02,2,1
-0.02,-0.14,-1.01,2,1
-0.02,-0.13,-1.01,2,1
-0.02,-0.14,-1.01,2,1
-0.02,-0.14,-1.01,2,1
-0.01,-0.14,-1.02,2,1
-0.02,-0.13,-1.01,2,1
-0.03,-0.11,-1.02,2,1
0,-0.15,-1.02,2,1
-0.03,-0.12,-1.02,2,1
-0.03,-0.13,-1,2,1
-0.01,-0.14,-1.02,2,1
-0.02,-0.13,-1.02,2,1
-0.02,-0.14,-1,2,1
-0.01,-0.15,-1.01,2,1
-0.02,-0.14,-1.02,2,1
-0.03,-0.14,-1.01,2,1
-0.03,-0.13,-1,2,1
-0.03,-0.12,-1.01,2,1
-0.03,-0.14,-1.01,2,1
-0.03,-0.12,-1.01,2,1
-0.03,-0.13,-1,2,1
-0.02,-0.12,-1.03,2,1
-0.03,-0.12,-1,2,1
-0.01,-0.13,-1.01,2,1
-0.02,-0.13,-1,2,1
-0.03,-0.12,-1,2,1
-0.03,-0.12,-1,2,1
-0.03,-0.13,-1,2,1
-0.03,-0.13,-1.01,2,1
-0.03,-0.12,-1.01,2,1
-0.04,-0.12,-0.99,2,1
-0.03,-0.12,-1,2,1
-0.02,-0.11,-1.02,2,1
-0.02,-0.09,-1.01,2,1
-0.05,-0.07,-1.01,2,1
-0.04,-0.1,-1.01,2,1
-0.02,-0.07,-1.03,2,1
-0.05,-0.06,-1.01,2,1
-0.04,-0.07,-1.02,2,1
-0.04,-0.04,-1.02,2,1
-0.05,-0.01,-1.02,2,1
-0.04,0.01,-1.02,2,1
-0.05,0.07,-1,2,1
-0.07,0.33,-0.94,5,4
-0.09,0.73,-0.68,5,4
-0.1,0.87,-0.39,5,4
-0.08,1,-0.11,3,2
-0.04,0.98,0.12,3,2
0.03,1.04,0.28,5,4
0.04,1.15,0,3,2
0.04,1.04,0.12,3,2
0.03,1.02,0.06,3,2
0,0.98,0.04,3,2
-0.01,1,0.06,3,2
-0.01,1,0.04,3,2
-0.01,0.99,0.06,3,2
0.01,0.95,0.03,3,2
-0.01,0.98,0.01,3,2
-0.02,1.01,0.02,3,2
-0.02,0.99,0.03,3,2
-0.01,0.97,0,3,2
-0.01,0.96,0.02,3,2
-0.02,0.95,0.01,3,2
-0.02,0.99,0.02,3,2
-0.02,0.98,0,3,2
-0.02,0.98,0.01,3,2
-0.03,1,0.01,3,2
-0.02,0.98,0,3,2
-0.02,0.98,0.01,3,2
-0.02,0.99,0.02,3,2
-0.02,0.96,0,3,2
-0.02,0.98,0.02,3,2
-0.02,0.99,0.01,3,2
-0.02,1,0.01,3,2
-0.03,1,-0.02,3,2
-0.03,1,0,3,2
-0.01,0.98,0,3,2
-0.02,0.98,-0.01,3,2
-0.03,0.98,-0.01,3,2
-0.02,0.99,0,3,2
-0.03,0.99,0,3,2
-0.04,0.99,-0.02,3,2
-0.01,1,0.01,3,2
-0.01,0.99,0.01,3,2
-0.03,0.98,-0.01,3,2
-0.02,0.99,0,3,2
-0.02,0.99,0,3,2
-0.02,0.99,0,3,2
-0.02,0.98,0.01,3,2
-0.02,0.98,-0.01,3,2
-0.02,0.99,0.01,3,2
-0.02,0.99,0,3,2
-0.02,0.98,0.01,3,2
-0.02,0.98,-0.01,3,2
-0.02,0.99,-0.01,3,2
-0.03,0.99,-0.01,3,2
-0.02,0.98,-0.01,3,2
-0.03,0.98,0,3,2
-0.03,1.01,0.02,3,2
-0.03,0.98,-0.01,3,2
-0.03,1,0,3,2
-0.03,0.98,-0.02,3,2
-0.03,0.98,-0.02,3,2
-0.03,0.99,-0.01,3,2
-0.03,1,0.01,3,2
-0.02,0.99,0,3,2
-0.03,0.96,-0.04,3,2
-0.02,0.97,-0.02,3,2
-0.01,0.97,-0.02,3,2
-0.03,0.98,-0.01,3,2
-0.02,0.97,0,3,2
-0.02,0.99,0,3,2
-0.04,0.99,-0.03,3,2
-0.03,0.98,-0.02,3,2
-0.02,0.98,0,3,2
-0.02,0.98,-0.02,3,2
-0.03,0.97,-0.03,3,2
-0.03,0.97,-0.03,3,2
-0.03,0.98,-0.03,3,2
-0.03,0.99,-0.02,3,2
-0.03,0.98,-0.03,3,2
-0.03,0.98,-0.02,3,2
-0.04,0.98,-0.03,3,2
-0.03,0.98,-0.04,3,2
-0.03,0.99,-0.02,3,2
-0.02,0.99,-0.02,3,2
-0.03,0.98,-0.02,3,2
-0.03,0.98,-0.01,3,2
-0.03,1,-0.02,3,2
-0.04,0.98,-0.03,3,2
-0.04,0.98,-0.03,3,2
-0.02,0.99,-0.02,3,2
-0.03,0.98,-0.04,3,2
-0.04,0.98,-0.04,3,2
-0.02,0.99,-0.01,3,2
-0.01,0.98,-0.02,3,2
-0.04,0.99,-0.03,3,2
-0.03,0.98,-0.02,3,2
-0.03,0.99,-0.05,3,2
-0.03,1,-0.01,3,2
-0.02,0.98,-0.03,3,2
-0.02,0.98,-0.03,3,2
-0.02,0.98,-0.03,3,2
-0.04,0.97,-0.04,3,2
-0.03,0.98,-0.04,3,2
-0.02,0.99,-0.01,3,2
-0.02,1,0.01,3,2
-0.02,0.98,-0.01,3,2
-0.02,0.98,-0.02,3,2
-0.03,0.98,-0.02,3,2
-0.03,1,-0.01,3,2
-0.02,0.99,-0.02,3,2
-0.04,0.99,-0.04,3,2
-0.03,0.99,-0.03,3,2
-0.02,0.98,-0.02,3,2
-0.03,0.99,-0.03,3,2
-0.03,1,0,3,2
-0.01,0.99,-0.01,3,2
-0.03,0.98,-0.04,3,2
-0.02,1,-0.02,3,2
-0.01,0.98,-0.01,3,2
-0.01,0.99,-0.02,3,2
-0.01,0.97,-0.04,3,2
-0.02,0.98,-0.03,3,2
-0.02,0.98,-0.04,3,2
-0.02,0.97,-0.02,3,2
-0.02,0.99,-0.04,3,2
-0.06,1.01,-0.09,3,2
-0.05,0.99,-0.06,3,2
-0.02,0.98,-0.12,3,2
0,1.02,-0.08,3,2
-0.02,1.02,-0.11,3,2
0.09,1.06,-0.15,3,2
0.06,1.11,-0.07,5,4
0.02,0.98,-0.08,3,2
-0.01,0.99,0.16,3,2
-0.05,0.92,0.35,5,4
-0.05,0.77,0.51,5,4
-0.04,0.79,0.56,5,4
-0.03,0.79,0.58,5,4
-0.03,0.79,0.62,5,4
-0.03,0.76,0.62,5,4
-0.02,0.81,0.57,5,4
-0.02,0.84,0.55,5,4
-0.03,0.8,0.56,5,4
-0.03,0.8,0.57,5,4
-0.03,0.8,0.51,5,4
-0.03,0.82,0.52,5,4
-0.03,0.82,0.51,5,4
-0.02,0.81,0.56,5,4
-0.02,0.81,0.56,5,4
-0.02,0.8,0.54,5,4
-0.02,0.81,0.56,5,4
-0.03,0.81,0.56,5,4
-0.03,0.82,0.53,5,4
-0.03,0.81,0.52,5,4
-0.03,0.82,0.55,5,4
-0.02,0.82,0.53,5,4
-0.03,0.82,0.53,5,4
-0.02,0.82,0.53,5,4
-0.02,0.8,0.56,5,4
-0.02,0.8,0.59,5,4
-0.03,0.81,0.55,5,4
-0.03,0.77,0.55,5,4
-0.03,0.81,0.55,5,4
-0.04,0.8,0.6,5,4
-0.02,0.79,0.61,5,4
-0.03,0.77,0.59,5,4
-0.03,0.75,0.65,5,4
-0.03,0.74,0.65,5,4
-0.02,0.72,0.67,5,4
-0.03,0.73,0.65,5,4
-0.03,0.72,0.66,5,4
-0.02,0.64,0.74,5,4
-0.03,0.68,0.69,5,4
-0.02,0.64,0.79,5,4
-0.02,0.63,0.73,5,4
-0.02,0.62,0.79,5,4
-0.01,0.57,0.81,5,4
-0.01,0.55,0.83,5,4
-0.01,0.48,0.86,5,4
0,0.44,0.89,5,4
0.02,0.36,0.94,5,4
0.02,0.31,0.95,5,4
0.02,0.23,0.97,5,4
0.03,0.12,1,1,0
0.03,0.04,1.01,1,0
0.02,0,0.99,1,0
0.03,-0.05,0.98,1,0
0.01,-0.06,0.98,1,0
0.03,-0.04,1,1,0
0.03,-0.06,1,1,0
0.02,-0.06,0.99,1,0
0.05,-0.07,1,1,0
0.03,-0.05,0.97,1,0
0.03,-0.06,0.96,1,0
0.03,-0.08,0.99,1,0
0.03,-0.14,1,1,0
0.03,-0.22,0.96,5,4
0.04,-0.26,0.94,5,4
0.04,-0.3,0.95,5,4
0.04,-0.3,0.95,5,4
0.04,-0.34,0.97,5,4
0.05,-0.31,0.93,5,4
0.05,-0.34,0.91,5,4
0.04,-0.34,0.93,5,4
0.05,-0.36,0.91,5,4
0.05,-0.37,0.94,5,4
0.05,-0.39,0.91,5,4
0.05,-0.39,0.91,5,4
0.05,-0.39,0.9,5,4
0.05,-0.42,0.9,5,4
0.06,-0.41,0.89,5,4
0.05,-0.44,0.9,5,4
0.05,-0.44,0.89,5,4
0.06,-0.45,0.89,5,4
0.06,-0.45,0.88,5,4
0.05,-0.46,0.87,5,4
0.06,-0.48,0.86,5,4
0.06,-0.52,0.84,5,4
0.06,-0.53,0.85,5,4
0.07,-0.55,0.84,5,4
0.07,-0.58,0.84,5,4
0.07,-0.58,0.8,5,4
0.07,-0.59,0.8,5,4
0.07,-0.59,0.8,5,4
0.06,-0.6,0.81,5,4
0.06,-0.58,0.78,5,4
0.06,-0.62,0.78,5,4
0.06,-0.62,0.76,5,4
0.05,-0.63,0.77,5,4
0.05,-0.66,0.75,5,4
0.05,-0.67,0.74,5,4
0.06,-0.69,0.7,5,4
0.06,-0.69,0.68,5,4
0.05,-0.74,0.67,5,4
0.06,-0.76,0.65,5,4
0.05,-0.78,0.64,5,4
0.05,-0.81,0.61,5,4
0.05,-0.8,0.58,5,4
0.06,-0.8,0.52,5,4
0.06,-0.84,0.49,5,4
0.05,-0.88,0.43,5,4
0.06,-0.95,0.36,5,4
0.05,-0.97,0.31,5,4
0.05,-0.97,0.22,5,4
0.06,-1.02,0.08,3,2
0.05,-1,0,3,2
0.05,-1.02,-0.06,3,2
0.02,-1.01,-0.08,3,2
0.02,-1.01,-0.1,3,2
0.02,-0.99,-0.1,3,2
0.02,-1,-0.11,3,2
0.01,-1,-0.12,3,2
0.01,-0.99,-0.12,3,2
0.02,-0.99,-0.13,3,2
0.02,-1,-0.15,3,2
0.02,-1,-0.14,3,2
0.03,-1.02,-0.18,5,4
0.02,-1,-0.12,3,2
0.01,-0.99,-0.16,5,4
0.01,-1,-0.15,3,2
0,-0.97,-0.13,3,2
0.01,-1,-0.14,3,2
0.01,-0.99,-0.14,3,2
0.02,-0.99,-0.17,5,4
0.02,-1,-0.17,5,4
0.01,-1.01,-0.19,5,4
0.02,-0.99,-0.18,5,4
0.01,-0.99,-0.17,5,4
0,-1,-0.16,5,4
0,-1.01,-0.17,5,4
0.01,-0.98,-0.16,5,4
0.01,-1,-0.17,5,4
0,-0.99,-0.17,5,4
-0.01,-1,-0.16,5,4
0,-1,-0.17,5,4
0.01,-1,-0.16,5,4
0.01,-0.97,-0.19,5,4
0.01,-0.98,-0.17,5,4
0.03,-1,-0.17,5,4
0.01,-1.01,-0.16,5,4
0,-0.99,-0.15,3,2
0,-1,-0.16,3,2
0.01,-1,-0.16,5,4
0,-1.01,-0.17,5,4
0,-1,-0.16,5,4
0,-1.01,-0.15,3,2
0,-0.99,-0.18,5,4
0,-1,-0.19,5,4
0,-0.99,-0.18,5,4
0,-0.99,-0.19,5,4
0,-0.99,-0.2,5,4
0,-0.99,-0.19,5,4
0,-0.99,-0.2,5,4
-0.03,-0.99,-0.2,5,4
0.01,-0.99,-0.21,5,4
0.01,-0.99,-0.24,5,4
0.03,-0.94,-0.24,5,4
0.02,-0.96,-0.27,5,4
0.02,-0.98,-0.33,5,4
0.03,-0.98,-0.3,5,4
0.02,-0.96,-0.34,5,4
0.04,-0.96,-0.35,5,4
0.06,-0.93,-0.31,5,4
0.03,-0.98,-0.23,5,4
0.04,-1.01,-0.14,3,2
0.03,-1,-0.07,3,2
0.05,-1.01,-0.11,3,2
0.05,-1.01,-0.18,5,4
0.06,-1,-0.18,5,4
0.08,-0.97,-0.19,5,4
0.07,-0.99,-0.19,5,4
0.09,-1,-0.2,5,4
0.07,-0.98,-0.2,5,4
0.07,-0.97,-0.17,5,4
0.05,-0.98,-0.13,3,2
0.03,-1.02,-0.06,3,2
0.03,-1,-0.06,3,2
0.05,-1,-0.09,3,2
0.04,-1,-0.08,3,2
0.04,-1.02,-0.09,3,2
0.04,-0.99,-0.08,3,2
0.05,-1,-0.09,3,2
0.04,-1,-0.08,3,2
0.05,-0.99,-0.08,3,2
0.05,-1,-0.08,3,2
0.05,-1,-0.09,3,2
0.06,-0.99,-0.1,3,2
0.06,-1.02,-0.12,3,2
0.06,-1,-0.1,3,2
0.05,-0.99,-0.1,3,2
0.05,-1.02,-0.11,3,2
0.06,-0.99,-0.1,3,2
0.05,-1,-0.09,3,2
0.05,-1.01,-0.1,3,2
0.05,-0.99,-0.08,3,2
0.05,-0.99,-0.08,3,2
0.04,-1.01,-0.09,3,2
0.05,-1,-0.11,3,2
0.05,-0.99,-0.06,3,2
0.05,-1.01,-0.13,3,2
0.05,-1,-0.1,3,2
0.05,-1,-0.1,3,2
0.05,-1.01,-0.11,3,2
0.05,-1,-0.1,3,2
0.05,-0.99,-0.1,3,2
0.04,-1,-0.1,3,2
0.05,-0.99,-0.09,3,2
0.04,-1,-0.1,3,2
0.05,-1,-0.11,3,2
0.05,-1,-0.11,3,2
0.05,-1,-0.11,3,2
0.03,-1,-0.1,3,2
0.03,-1.01,-0.09,3,2
0.04,-1.02,-0.11,3,2
0.04,-1,-0.1,3,2
0.04,-0.99,-0.11,3,2
0.04,-1,-0.1,3,2
0.04,-0.99,-0.1,3,2
0.05,-1.01,-0.12,3,2
0.04,-1,-0.1,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.1,3,2
0.04,-1.01,-0.11,3,2
0.04,-0.99,-0.11,3,2
0.05,-1,-0.11,3,2
0.04,-1,-0.11,3,2
0.05,-0.99,-0.12,3,2
0.05,-0.99,-0.09,3,2
0.05,-0.99,-0.1,3,2
0.05,-1,-0.1,3,2
0.05,-1,-0.1,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.09,3,2
0.04,-1,-0.1,3,2
0.04,-1.01,-0.12,3,2
0.04,-1,-0.11,3,2
0.05,-1,-0.12,3,2
0.05,-0.98,-0.11,3,2
0.05,-1,-0.11,3,2
0.04,-0.99,-0.1,3,2
0.04,-1.01,-0.11,3,2
0.05,-1,-0.12,3,2
0.05,-0.98,-0.11,3,2
0.05,-0.98,-0.11,3,2
0.05,-1,-0.12,3,2
0.05,-0.99,-0.11,3,2
0.05,-0.99,-0.11,3,2
0.05,-0.99,-0.12,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.11,3,2
0.05,-1,-0.11,3,2
0.04,-1,-0.11,3,2
0.05,-0.99,-0.11,3,2
0.04,-0.99,-0.11,3,2
0.05,-1,-0.11,3,2
0.04,-1,-0.11,3,2
0.04,-0.99,-0.11,3,2
0.03,-0.99,-0.09,3,2
0.04,-0.99,-0.11,3,2
0.04,-0.99,-0.1,3,2
0.04,-1.01,-0.12,3,2
0.04,-1,-0.11,3,2
0.04,-0.99,-0.09,3,2
0.04,-1,-0.1,3,2
0.03,-1,-0.11,3,2
0.04,-1,-0.12,3,2
0.04,-1,-0.09,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.12,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.11,3,2
0.04,-1,-0.12,3,2
0.04,-1,-0.11,3,2
0.04,-0.99,-0.1,3,2
0.04,-1,-0.09,3,2
0.04,-1,-0.08,3,2
0.04,-1,-0.08,3,2
0.03,-1.01,-0.07,3,2
0.04,-1,-0.07,3,2
0.04,-1,-0.04,3,2
0.03,-1.01,-0.03,3,2
0.02,-1.01,-0.02,3,2
0.03,-1.01,-0.02,3,2
0.03,-1.01,-0.01,3,2
0.03,-1,-0.02,3,2
0.03,-1,-0.02,3,2
0.04,-0.94,-0.05,3,2
0.02,-1,-0.09,3,2
0.02,-1,-0.14,3,2
0.02,-1,-0.17,5,4
0.03,-0.99,-0.2,5,4
0.01,-0.98,-0.21,5,4
0.05,-0.96,-0.3,5,4
0.04,-0.97,-0.27,5,4
0.03,-0.94,-0.27,5,4
0.03,-0.98,-0.31,5,4
0.03,-0.97,-0.33,5,4
0,-0.97,-0.28,5,4
0.07,-0.95,-0.34,5,4
0.05,-0.97,-0.33,5,4
0.05,-0.95,-0.33,5,4
0.05,-0.93,-0.31,5,4
0.04,-0.95,-0.33,5,4
0.03,-0.96,-0.33,5,4
0.05,-0.94,-0.37,5,4
0.02,-0.99,-0.41,5,4
0,-0.91,-0.4,5,4
0,-0.95,-0.41,5,4
0,-0.94,-0.42,5,4
0.01,-0.89,-0.44,5,4
0.01,-0.86,-0.47,5,4
0.02,-0.84,-0.55,5,4
0.01,-0.81,-0.64,5,4
0,-0.78,-0.67,5,4
0.03,-0.78,-0.64,5,4
0.01,-0.73,-0.69,5,4
-0.06,-0.63,-0.75,5,4
-0.02,-0.66,-0.75,5,4
-0.04,-0.61,-0.8,5,4
-0.04,-0.6,-0.83,5,4
-0.03,-0.57,-0.82,5,4
-0.03,-0.56,-0.85,5,4
0,-0.55,-0.87,5,4
-0.03,-0.51,-0.9,5,4
-0.02,-0.49,-0.89,5,4
-0.03,-0.46,-0.91,5,4
-0.03,-0.46,-0.9,5,4
-0.03,-0.47,-0.93,5,4
-0.03,-0.45,-0.92,5,4
-0.03,-0.44,-0.93,5,4
-0.03,-0.43,-0.92,5,4
-0.04,-0.42,-0.93,5,4
-0.03,-0.4,-0.94,5,4
-0.03,-0.42,-0.91,5,4
-0.02,-0.4,-0.93,5,4
-0.02,-0.38,-0.96,5,4
-0.02,-0.36,-0.96,5,4
-0.02,-0.36,-0.94,5,4
-0.02,-0.3,-0.98,5,4
-0.02,-0.23,-1,5,4
-0.02,-0.2,-1.01,5,4
-0.02,-0.17,-1.01,2,1
-0.03,-0.09,-1.01,2,1
-0.02,-0.03,-1.03,2,1
-0.03,-0.01,-1.02,2,1
-0.02,0.02,-1.02,2,1
-0.02,0.07,-1.02,2,1
-0.01,0.11,-1.02,2,1
-0.02,0.12,-1.02,2,1
-0.02,0.14,-1,2,1
-0.02,0.2,-1.01,5,4
-0.01,0.24,-0.99,5,4
-0.01,0.3,-0.98,5,4
0,0.39,-0.95,5,4
0.02,0.46,-0.91,5,4
0.01,0.45,-0.91,5,4
0.01,0.4,-0.93,5,4
0.01,0.4,-0.92,5,4
0.01,0.4,-0.93,5,4
0,0.4,-0.94,5,4
-0.01,0.37,-0.93,5,4
0,0.38,-0.95,5,4
0,0.4,-0.92,5,4
0,0.39,-0.93,5,4
0,0.42,-0.93,5,4
0,0.4,-0.93,5,4
0,0.41,-0.93,5,4
0,0.39,-0.93,5,4
0,0.36,-0.95,5,4
-0.01,0.31,-0.97,5,4
-0.01,0.29,-0.97,5,4
-0.01,0.27,-0.98,5,4
-0.01,0.25,-0.99,5,4
-0.01,0.21,-0.99,5,4
-0.01,0.15,-1.01,2,1
-0.01,0.14,-1.01,2,1
-0.01,0.13,-1.02,2,1
-0.01,0.11,-1.02,2,1
-0.02,0.11,-1.02,2,1
-0.01,0.1,-1,2,1
-0.01,0.11,-1.03,2,1
-0.01,0.1,-1.01,2,1
-0.02,0.09,-1.03,2,1
-0.03,0.07,-1,2,1
-0.03,0.06,-1.01,2,1
-0.03,0.07,-1.01,2,1
-0.03,0.05,-1.02,2,1
-0.03,0.06,-1.03,2,1
-0.03,0.04,-1.01,2,1
-0.03,0.05,-1.02,2,1
-0.04,0.06,-1,2,1
-0.04,0.06,-1.02,2,1
-0.03,0.05,-1.02,2,1
-0.04,0.04,-1.01,2,1
-0.03,0.05,-1.01,2,1
-0.03,0.06,-1.02,2,1
-0.03,0.06,-1.02,2,1
-0.03,0.06,-1.02,2,1
-0.03,0.04,-1.01,2,1
-0.03,0.05,-1.02,2,1
-0.03,0.05,-1.02,2,1
-0.03,0.04,-1.01,2,1
-0.03,0.06,-1.03,2,1
-0.03,0.04,-1.01,2,1
-0.03,0.04,-1.02,2,1
-0.03,0.03,-1.01,2,1
-0.03,0.05,-1.01,2,1
-0.03,0.05,-1.02,2,1
-0.02,0.04,-1.02,2,1
-0.03,0.03,-1.01,2,1
-0.02,0.04,-1.02,2,1
-0.02,0.05,-1.02,2,1
-0.02,0.04,-1.03,2,1
-0.02,0.03,-1.02,2,1
-0.03,0.04,-1.02,2,1
-0.03,0.04,-1.02,2,1
-0.03,0.03,-1.02,2,1
-0.03,0.03,-1.02,2,1
-0.04,0.03,-1,2,1
-0.03,0.03,-1.01,2,1
-0.03,0.02,-1.02,2,1
